site_area_id,site_area,date_time,Day,Month,Year,Chlorophyll-a Concentration (ug/L),Dissolved Oxygen (mg/L),Salinity (PSU),Turbidity,Dissolved Oxygen Saturation Percentage (%),Water Temperature (%),pH Level,Suspended Solids (mg/L),Ammonia (ug/L),Total Nitrogen (ug/L),Total Phosphorus (ug/L)
1282,Dromana Beach,12/10/2021,Tuesday,October,2021,0.3,8.003,34.8868,0.4597,96.5,,8.704,0.7,3.0,130.0,30.0
1282,Dromana Beach,5/11/2021,Friday,November,2021,0.3,8.005,34.5699,0.3921,101.39,,7.865,1.6,3.0,150.0,50.0
1282,Dromana Beach,22/12/2021,Wednesday,December,2021,0.8,7.678,35.1015,0.7037,103.27,,8.11,5.8,5.0,120.0,40.0
1282,Dromana Beach,25/01/2022,Tuesday,January,2022,0.5,7.613,35.024,0.0197,106.14,,8.071,3.2,3.0,210.0,50.0
1282,Dromana Beach,15/02/2022,Tuesday,February,2022,0.5,6.835,35.0517,0.1777,96.12,,8.084,2.8,7.0,140.0,40.0
1282,Dromana Beach,17/03/2022,Thursday,March,2022,0.5,7.154,35.2332,0.1714,99.33,,8.113,2.4,9.0,260.0,60.0
1282,Dromana Beach,21/04/2022,Thursday,April,2022,0.3,7.241,35.0287,1.0009,93.16,,8.189,9.0,14.0,240.0,50.0
1282,Dromana Beach,24/05/2022,Tuesday,May,2022,0.3,7.95,35.3141,0.3224,96.66,,8.073,6.1,5.0,180.0,50.0
1282,Dromana Beach,22/06/2022,Wednesday,June,2022,0.8,8.64,34.5644,0.4387,98.79,,8.056,6.0,8.0,200.0,60.0
1282,Dromana Beach,21/07/2022,Thursday,July,2022,0.3,8.555,34.9835,0.4974,95.64,,8.196,2.1,12.0,220.0,60.0
1282,Dromana Beach,26/08/2022,Friday,August,2022,0.5,8.655,34.5178,0.8567,99.61,,7.662,4.5,9.0,230.0,40.0
1282,Dromana Beach,17/10/2022,Monday,October,2022,0.2,7.847,33.621,0.5203,94.64,,6.772,5.1,7.0,220.0,50.0
1282,Dromana Beach,18/11/2022,Friday,November,2022,0.5,7.613,32.9754,1.1415,95.02,,7.539,3.2,9.0,240.0,40.0
1282,Dromana Beach,22/12/2022,Thursday,December,2022,1.1,7.695,33.3268,0.5783,98.12,,8.172,3.9,5.0,290.0,60.0
1282,Dromana Beach,06/02/2023,Monday,February,2023,0.5,7.479,34.2276,0.4338,98.91,,8.092,3.3,6.0,230.0,50.0
1282,Dromana Beach,02/03/2023,Thursday,March,2023,0.3,7.273,34.2501,0.6321,98.72,,8.206,6.1,5.0,280.0,60.0
1282,Dromana Beach,27/03/2023,Monday,March,2023,0.3,7.132,34.4346,0.3587,94.23,,8.116,1.0,6.0,210.0,60.0
1282,Dromana Beach,01/05/2023,Monday,May,2023,0.5,7.47,33.9116,0.4219,93.75,,7.946,2.3,10.0,240.0,50.0
1282,Dromana Beach,20/06/2023,Tuesday,June,2023,0.5,9.041,32.0145,3.4454,101.74,,7.874,5.3,3.0,200.0,60.0
1282,Dromana Beach,26/07/2023,Wednesday,July,2023,0.5,9.053,34.042,0.7461,101.88,,7.824,2.0,9.0,190.0,50.0
1282,Dromana Beach,28/08/2023,Monday,August,2023,0.3,8.704,34.112,0.2283,100.1,,7.905,4.0,7.0,200.0,50.0
1282,Dromana Beach,19/10/2023,Thursday,October,2023,0.3,8.505,34.299,0.4818,106.45,,7.873,2.3,4.0,200.0,40.0
1282,Dromana Beach,7/12/2023,Thursday,December,2023,0.3,7.881,34.5501,0.57,104.54,,7.816,2.9,6.0,200.0,50.0
1282,Dromana Beach,25/01/2024,Thursday,January,2024,0.3,,,,,,,2.4,5.0,260.0,70.0
1282,Dromana Beach,22/03/2024,Friday,March,2024,0.3,7.313,35.2507,0.3391,100.61,,8.015,1.6,6.0,210.0,60.0
1282,Dromana Beach,16/05/2024,Thursday,May,2024,0.3,8.18,35.1962,0.3006,102.72,,7.692,2.0,2.0,210.0,70.0
1991,Hobsons Bay Beach,19/07/1984,Thursday,July,1984,,7.94,39.5,,90.2,10.0,,5.13,2.9,380.0,77.8
1991,Hobsons Bay Beach,06/08/1984,Monday,August,1984,3.54,8.82,37.5,,99.0,10.0,,3.9,3.4,230.0,86.3
1991,Hobsons Bay Beach,15/08/1984,Wednesday,August,1984,2.01,7.35,38.0,,83.1,10.2,,6.8,463.2,550.0,159.6
1991,Hobsons Bay Beach,30/08/1984,Thursday,August,1984,0.85,7.94,38.2,,90.5,10.5,,3.37,2.3,160.0,71.4
1991,Hobsons Bay Beach,13/09/1984,Thursday,September,1984,0.62,7.74,38.5,,90.3,11.5,,2.5,2.4,180.0,84.8
1991,Hobsons Bay Beach,20/11/1984,Tuesday,November,1984,1.3,7.06,37.5,,96.4,19.8,,3.0,3.5,270.0,119.7
1991,Hobsons Bay Beach,10/12/1984,Monday,December,1984,3.02,6.47,37.8,,85.6,18.0,,5.31,0.1,260.0,108.0
1991,Hobsons Bay Beach,23/01/1985,Wednesday,January,1985,2.46,6.66,38.0,,91.1,19.7,,6.9,0.2,200.0,85.4
1991,Hobsons Bay Beach,06/02/1985,Wednesday,February,1985,2.07,6.76,34.6,,93.6,21.5,,3.97,0.7,210.0,112.0
1991,Hobsons Bay Beach,20/02/1985,Wednesday,February,1985,1.03,6.86,33.0,,91.6,20.0,,14.98,4.6,160.0,79.8
1991,Hobsons Bay Beach,06/03/1985,Wednesday,March,1985,3.03,6.27,34.5,,80.9,17.7,,15.03,2.1,230.0,104.8
1991,Hobsons Bay Beach,21/03/1985,Thursday,March,1985,1.9,6.66,38.7,,92.0,20.0,,13.83,0.5,220.0,96.0
1991,Hobsons Bay Beach,01/05/1985,Wednesday,May,1985,1.59,6.17,33.0,,77.3,16.7,,13.55,,180.0,84.2
1991,Hobsons Bay Beach,30/05/1985,Thursday,May,1985,1.47,7.35,34.0,,87.8,14.0,,2.23,2.4,190.0,89.2
1991,Hobsons Bay Beach,27/06/1985,Thursday,June,1985,1.62,7.94,34.2,,90.5,11.7,,14.08,0.6,190.0,71.4
1991,Hobsons Bay Beach,09/07/1985,Tuesday,July,1985,1.95,7.74,34.0,,86.8,11.0,,12.61,0.6,160.0,84.7
1991,Hobsons Bay Beach,27/08/1985,Tuesday,August,1985,2.56,9.3,33.5,,104.0,11.0,,17.31,0.7,160.0,78.9
1991,Hobsons Bay Beach,16/09/1985,Monday,September,1985,1.01,9.0,31.0,,102.3,12.5,,13.08,2.0,200.0,82.9
1991,Hobsons Bay Beach,2/10/1985,Wednesday,October,1985,1.44,9.2,30.5,,106.5,13.5,,19.17,0.1,170.0,128.8
1991,Hobsons Bay Beach,16/10/1985,Wednesday,October,1985,1.57,7.9,32.0,,100.4,17.7,,13.5,0.1,200.0,96.5
1991,Hobsons Bay Beach,08/01/1986,Wednesday,January,1986,4.84,7.39,30.4,,97.5,20.2,,13.75,1.2,310.0,119.4
1991,Hobsons Bay Beach,03/02/1986,Monday,February,1986,1.19,7.3,31.0,,98.1,21.0,,12.3,2.2,180.0,82.2
1991,Hobsons Bay Beach,10/02/1986,Monday,February,1986,1.29,7.1,28.7,,94.1,21.0,,13.65,1.4,200.0,107.0
1991,Hobsons Bay Beach,03/03/1986,Monday,March,1986,1.66,6.9,32.0,,91.6,20.0,,2.96,0.7,230.0,120.1
1991,Hobsons Bay Beach,20/03/1986,Thursday,March,1986,0.99,7.4,29.0,,97.4,20.5,,12.43,1.4,190.0,82.9
1991,Hobsons Bay Beach,07/04/1986,Monday,April,1986,2.59,7.1,28.3,,88.7,18.0,,21.43,6.5,200.0,83.6
1991,Hobsons Bay Beach,30/04/1986,Wednesday,April,1986,,8.1,32.8,,96.1,14.0,,18.3,2.5,190.0,95.0
1991,Hobsons Bay Beach,14/05/1986,Wednesday,May,1986,0.9,7.6,34.0,,91.7,14.5,,2.37,0.7,180.0,84.6
1991,Hobsons Bay Beach,12/06/1986,Thursday,June,1986,2.25,8.2,33.0,,94.4,12.5,,19.44,7.1,220.0,87.6
1991,Hobsons Bay Beach,04/08/1986,Monday,August,1986,,9.2,35.18,,103.1,10.6,,3.72,3.7,180.0,72.4
1991,Hobsons Bay Beach,25/08/1986,Monday,August,1986,1.66,9.2,34.9,,103.8,11.0,,13.0,4.1,180.0,72.2
1991,Hobsons Bay Beach,23/09/1986,Tuesday,September,1986,1.45,8.6,35.4,,100.9,12.7,,11.1,2.8,150.0,161.6
1991,Hobsons Bay Beach,25/11/1986,Tuesday,November,1986,2.76,7.6,34.2,,98.2,17.9,,14.4,0.2,220.0,87.3
1991,Hobsons Bay Beach,17/03/1987,Tuesday,March,1987,,7.8,35.9,,102.8,18.4,,3.13,2.3,200.0,97.1
1991,Hobsons Bay Beach,24/06/1987,Wednesday,June,1987,1.26,8.5,34.447,,99.1,12.7,,3.16,4.7,210.0,77.3
1991,Hobsons Bay Beach,23/07/1987,Thursday,July,1987,,9.6,10.5,,91.8,10.5,,16.73,11.0,240.0,83.2
1991,Hobsons Bay Beach,12/08/1987,Wednesday,August,1987,,10.2,21.2,,106.0,11.2,,9.84,61.5,850.0,87.6
1991,Hobsons Bay Beach,14/10/1987,Wednesday,October,1987,3.79,8.5,34.9,,103.0,14.4,,4.43,6.4,420.0,152.6
1991,Hobsons Bay Beach,27/10/1987,Tuesday,October,1987,0.38,8.2,34.8,,103.5,16.5,,7.04,10.7,260.0,76.2
1991,Hobsons Bay Beach,16/06/1988,Thursday,June,1988,1.92,8.7,33.8,,101.9,13.1,,,14.2,,89.7
1991,Hobsons Bay Beach,22/08/1988,Monday,August,1988,1.54,9.17,33.744,,103.6,11.4,,,12.6,200.0,77.1
1991,Hobsons Bay Beach,21/09/1988,Wednesday,September,1988,3.42,8.09,31.019,,94.3,13.7,,,34.4,420.0,156.6
1991,Hobsons Bay Beach,21/10/1988,Friday,October,1988,3.11,6.74,33.498,,81.9,15.0,,2.76,0.6,230.0,114.4
1991,Hobsons Bay Beach,14/11/1988,Monday,November,1988,1.6,7.73,35.259,,99.8,17.5,,4.25,4.3,180.0,106.7
1991,Hobsons Bay Beach,19/12/1988,Monday,December,1988,3.9,7.32,33.761,,100.7,21.4,,3.98,5.6,230.0,139.7
1991,Hobsons Bay Beach,25/01/1989,Wednesday,January,1989,3.02,6.84,32.228,,94.0,21.8,,5.4,5.8,270.0,129.3
1991,Hobsons Bay Beach,27/02/1989,Monday,February,1989,3.29,7.72,34.047,,108.5,22.5,,6.09,7.8,230.0,122.3
1991,Hobsons Bay Beach,14/03/1989,Tuesday,March,1989,7.36,7.22,34.12,,99.2,21.2,,5.86,8.7,270.0,125.5
1991,Hobsons Bay Beach,19/04/1989,Wednesday,April,1989,2.75,7.87,34.984,,103.2,18.4,,2.29,5.9,170.0,95.4
1991,Hobsons Bay Beach,24/05/1989,Wednesday,May,1989,1.68,7.62,33.834,,93.049,15.1,,3.0,21.02,237.89,111.18
1991,Hobsons Bay Beach,21/06/1989,Wednesday,June,1989,2.04,8.35,33.786,,97.23,12.8,,8.53,15.71,213.5,85.48
1991,Hobsons Bay Beach,15/09/1989,Friday,September,1989,1.45,8.69,33.732,,98.701,11.6,,3.6,5.17,187.91,91.01
1991,Hobsons Bay Beach,27/09/1989,Wednesday,September,1989,2.42,8.96,31.045,,103.48,13.2,,3.9,6.35,262.94,85.47
1991,Hobsons Bay Beach,17/01/1990,Wednesday,January,1990,2.2,7.6,34.36,,104.28,21.0,,4.68,6.65,179.64,93.26
1991,Hobsons Bay Beach,06/02/1990,Tuesday,February,1990,3.22,7.57,31.042,,102.04,21.1,,4.63,20.54,342.6,123.96
1991,Hobsons Bay Beach,01/03/1990,Thursday,March,1990,3.11,7.33,33.887,,102.81,22.4,,2.86,5.31,214.32,117.36
1991,Hobsons Bay Beach,13/03/1990,Tuesday,March,1990,4.85,8.46,32.024,,112.21,19.9,,4.33,12.09,268.35,126.02
1991,Hobsons Bay Beach,11/04/1990,Wednesday,April,1990,7.62,8.46,33.723,,,,,4.32,5.19,236.61,125.69
1991,Hobsons Bay Beach,31/05/1990,Thursday,May,1990,1.96,8.03,34.197,,97.264,14.56,,3.4,30.5,215.0,155.23
1991,Hobsons Bay Beach,12/07/1990,Thursday,July,1990,0.58,9.11,31.68,,100.34,10.8,,3.1,751.26,258.76,108.27
1991,Hobsons Bay Beach,9/10/1990,Tuesday,October,1990,4.23,6.77,32.18,,80.852,14.5,,2.84,3.51,231.88,95.62
1991,Hobsons Bay Beach,28/11/1990,Wednesday,November,1990,2.12,7.91,32.701,,107.46,21.0,,4.05,6.68,260.5,122.93
1991,Hobsons Bay Beach,10/01/1991,Thursday,January,1991,2.19,6.51,26.853,,89.308,23.4,,4.1,102.67,536.97,121.08
1991,Hobsons Bay Beach,05/02/1991,Tuesday,February,1991,4.28,7.76,33.769,,107.79,21.9,,3.02,4.71,221.53,115.41
1991,Hobsons Bay Beach,08/03/1991,Friday,March,1991,1.91,6.89,34.783,,96.268,21.9,,4.1,7.98,196.16,113.72
1991,Hobsons Bay Beach,23/04/1991,Tuesday,April,1991,1.56,7.54,34.622,,95.129,16.5,,4.0,19.36,204.18,101.65
1991,Hobsons Bay Beach,27/06/1991,Thursday,June,1991,0.45,7.54,34.035,,88.911,13.3,,4.25,14.55,220.04,90.51
1991,Hobsons Bay Beach,24/10/1991,Thursday,October,1991,1.14,6.94,34.011,,87.724,16.8,,3.1,6.24,174.49,92.27
1991,Hobsons Bay Beach,12/12/1991,Thursday,December,1991,2.79,8.24,34.338,,111.2,20.1,,5.95,4.06,203.7,100.71
1991,Hobsons Bay Beach,30/12/1991,Monday,December,1991,6.12,7.48,29.305,,97.25,19.7,,3.75,14.29,357.4,110.61
1991,Hobsons Bay Beach,21/01/1992,Tuesday,January,1992,3.98,7.57,33.906,,101.08,19.7,,2.29,7.01,181.98,95.02
1991,Hobsons Bay Beach,27/02/1992,Thursday,February,1992,4.55,8.48,31.962,,116.44,21.8,,6.15,4.08,208.39,110.23
1991,Hobsons Bay Beach,25/03/1992,Wednesday,March,1992,3.61,7.85,34.211,,106.55,20.5,,2.73,2.19,234.42,110.92
1991,Hobsons Bay Beach,28/04/1992,Tuesday,April,1992,0.89,7.67,33.088,,96.646,16.9,,3.2,26.01,254.63,108.08
1991,Hobsons Bay Beach,15/06/1992,Monday,June,1992,0.79,8.85,34.189,,102.28,12.3,,2.13,6.09,190.01,86.16
1991,Hobsons Bay Beach,26/08/1992,Wednesday,August,1992,0.95,9.23,33.518,,102.43,10.6,,3.37,6.87,223.19,115.28
1991,Hobsons Bay Beach,5/11/1992,Thursday,November,1992,10.46,10.1,27.752,,121.79,16.3,,3.89,6.68,307.71,83.96
1991,Hobsons Bay Beach,10/12/1992,Thursday,December,1992,5.82,9.5,30.175,,125.96,20.5,,3.8,7.73,280.12,89.39
1991,Hobsons Bay Beach,12/01/1993,Tuesday,January,1993,5.98,9.09,30.727,,121.44,20.7,,2.62,8.99,240.55,87.1
1991,Hobsons Bay Beach,25/02/1993,Thursday,February,1993,1.64,7.22,29.749,,97.858,21.8,,5.22,27.17,322.28,102.9
1991,Hobsons Bay Beach,31/03/1993,Wednesday,March,1993,0.93,7.14,31.018,,97.153,21.6,,3.8,35.17,305.14,106.38
1991,Hobsons Bay Beach,20/05/1993,Thursday,May,1993,1.42,8.45,33.257,,105.61,16.4,,1.2,8.2,231.09,108.47
1991,Hobsons Bay Beach,19/07/1993,Monday,July,1993,1.22,9.24,33.727,,105.32,11.8,,5.75,9.78,178.49,79.9
1991,Hobsons Bay Beach,02/02/1994,Wednesday,February,1994,3.11,8.0,31.579,,110.7,22.4,,1.88,8.84,236.41,96.3
1991,Hobsons Bay Beach,09/03/1994,Wednesday,March,1994,2.69,7.35,31.781,,98.744,20.7,,1.05,13.33,243.0,90.73
1991,Hobsons Bay Beach,02/06/1994,Thursday,June,1994,1.08,8.32,33.967,,97.416,13.0,,2.0,3.92,129.07,69.17
1991,Hobsons Bay Beach,28/06/1994,Tuesday,June,1994,0.98,8.66,32.574,,97.168,11.4,,2.85,10.09,207.23,73.98
1991,Hobsons Bay Beach,20/07/1994,Wednesday,July,1994,0.81,8.57,34.153,,96.361,11.0,,8.0,1.16,157.85,69.64
1991,Hobsons Bay Beach,17/08/1994,Wednesday,August,1994,0.43,9.13,31.061,,98.381,9.95,,3.8,15.56,235.64,80.85
1991,Hobsons Bay Beach,15/09/1994,Thursday,September,1994,1.11,8.66,33.331,,99.291,12.2,,9.45,4.87,155.83,85.9
1991,Hobsons Bay Beach,13/10/1994,Thursday,October,1994,1.14,8.89,32.168,,103.49,13.27,,5.3,6.23,288.82,95.65
1991,Hobsons Bay Beach,10/11/1994,Thursday,November,1994,4.76,8.42,33.32,,102.14,14.88,,8.45,6.03,262.2,135.87
1991,Hobsons Bay Beach,7/12/1994,Wednesday,December,1994,0.68,8.07,34.167,,105.32,18.36,,2.05,4.63,201.86,84.71
1991,Hobsons Bay Beach,05/01/1995,Thursday,January,1995,0.81,7.1,34.481,,97.273,20.92,,2.5,2.48,207.5,90.19
1991,Hobsons Bay Beach,01/02/1995,Wednesday,February,1995,6.43,8.22,33.384,,114.92,22.4,,8.15,7.02,343.55,111.31
1991,Hobsons Bay Beach,01/03/1995,Wednesday,March,1995,1.82,6.73,34.684,,93.592,21.67,,7.45,9.51,223.58,103.02
1991,Hobsons Bay Beach,23/05/1995,Tuesday,May,1995,2.31,8.01,33.915,,97.92,15.1,,5.3,17.73,223.77,90.29
1991,Hobsons Bay Beach,14/08/1995,Monday,August,1995,3.85,9.3,31.163,,103.21,11.3,,4.05,12.43,276.34,98.37
1991,Hobsons Bay Beach,16/10/1995,Monday,October,1995,1.93,8.89,33.416,,104.46,13.3,,5.88,3.33,172.52,86.99
1991,Hobsons Bay Beach,29/12/1995,Friday,December,1995,6.25,8.48,28.906,,,,,3.8,3.34,346.91,88.64
1991,Hobsons Bay Beach,20/02/1996,Tuesday,February,1996,3.61,7.87,30.479,,103.23,19.8,,3.5,0.0,262.82,77.6
1991,Hobsons Bay Beach,28/03/1996,Thursday,March,1996,1.63,7.33,31.5667,,96.52,19.7,,3.05,3.57,274.15,103.83
1991,Hobsons Bay Beach,15/05/1996,Wednesday,May,1996,2.35,8.0,33.2783,,96.427,14.6,,4.54,10.19,199.99,86.01
1991,Hobsons Bay Beach,12/06/1996,Wednesday,June,1996,2.44,8.6,33.2259,,99.053,12.4,,4.54,3.96,193.78,77.35
1991,Hobsons Bay Beach,29/08/1996,Thursday,August,1996,2.05,8.9,28.9001,,99.55,12.3,,3.95,10.51,291.96,63.43
1991,Hobsons Bay Beach,8/11/1996,Friday,November,1996,2.23,8.65,27.0916,,106.964,17.8,,5.65,3.4,336.24,58.9
1991,Hobsons Bay Beach,5/12/1996,Thursday,December,1996,2.3,9.14,29.7131,,115.079,17.9,,6.45,4.34,232.14,67.1
1991,Hobsons Bay Beach,23/01/1997,Thursday,January,1997,2.46,6.86,33.6733,,93.009,20.6,,3.45,9.92,183.69,70.6
1991,Hobsons Bay Beach,19/02/1997,Wednesday,February,1997,4.04,7.48,32.0151,,108.091,24.7,,7.32,4.43,218.68,96.25
1991,Hobsons Bay Beach,10/04/1997,Thursday,April,1997,1.1,7.32,31.9372,,90.306,16.2,,3.05,35.79,271.07,100.16
1991,Hobsons Bay Beach,13/05/1997,Tuesday,May,1997,3.04,8.01,32.7479,,94.689,13.8,,6.09,18.28,226.5,91.38
1991,Hobsons Bay Beach,02/07/1997,Wednesday,July,1997,2.2,8.14,33.6563,,92.181,11.5,,,16.21,247.55,90.91
1991,Hobsons Bay Beach,21/08/1997,Thursday,August,1997,0.45,8.52,33.139,,95.941,11.4,,2.88,6.99,173.74,64.29
1991,Hobsons Bay Beach,31/01/1998,Saturday,January,1998,2.61,7.22,34.4898,,100.404,21.7,,6.44,1.08,179.04,95.51
1991,Hobsons Bay Beach,19/03/1998,Thursday,March,1998,1.32,7.42,35.4817,,101.482,20.5,,3.24,0.75,188.78,103.83
1991,Hobsons Bay Beach,16/04/1998,Thursday,April,1998,1.6,7.88,35.9123,,100.638,16.7,,2.74,6.58,167.42,101.09
1991,Hobsons Bay Beach,18/05/1998,Monday,May,1998,2.39,8.25,35.5675,,100.865,14.6,,4.54,5.61,175.58,104.27
1991,Hobsons Bay Beach,29/06/1998,Monday,June,1998,1.6,8.79,35.3865,,98.2208,10.4,,3.3,14.0,217.5,105.73
1991,Hobsons Bay Beach,31/07/1998,Friday,July,1998,1.99,8.89,35.269,,99.065,10.3,,6.0,5.22,208.28,112.3
1991,Hobsons Bay Beach,27/08/1998,Thursday,August,1998,0.78,8.58,35.0439,,98.59,11.8,,3.75,8.14,153.9,79.76
1991,Hobsons Bay Beach,10/09/1998,Thursday,September,1998,2.27,8.64,34.6785,,102.491,13.4,,4.72,4.89,200.01,93.86
1991,Hobsons Bay Beach,29/10/1998,Thursday,October,1998,1.34,8.53,34.8021,,107.402,16.3,,3.16,4.34,222.17,120.78
1991,Hobsons Bay Beach,12/11/1998,Thursday,November,1998,3.41,7.28,34.6971,,92.236,16.7,,7.87,19.56,214.19,98.95
1991,Hobsons Bay Beach,9/12/1998,Wednesday,December,1998,2.56,7.9,33.9271,,103.152,18.5,,2.79,6.26,203.02,89.24
1991,Hobsons Bay Beach,31/01/1999,Sunday,January,1999,1.81,6.6,34.85,,92.79,22.2,,3.8,20.44,223.6,98.9
1991,Hobsons Bay Beach,28/02/1999,Sunday,February,1999,1.92,7.33,35.32,,103.4,22.2,,3.8,6.77,205.2,107.0
1991,Hobsons Bay Beach,30/03/1999,Tuesday,March,1999,2.79,7.51,34.87,,98.08,18.2,,7.7,6.68,211.6,107.5
1991,Hobsons Bay Beach,13/04/1999,Tuesday,April,1999,1.82,8.25,35.25,,107.8,18.1,,2.9,5.04,163.9,92.03
1991,Hobsons Bay Beach,17/05/1999,Monday,May,1999,1.58,7.72,35.75,,92.95,13.8,,5.2,8.12,197.0,100.1
1991,Hobsons Bay Beach,28/06/1999,Monday,June,1999,1.07,8.47,34.88,,97.5,11.9,,3.3,11.6,195.3,80.78
1991,Hobsons Bay Beach,31/08/1999,Tuesday,August,1999,2.3945,8.3027,30.1332,,96.3541,13.7,,8.1132,18.8925,469.298,108.635
1991,Hobsons Bay Beach,28/09/1999,Tuesday,September,1999,2.22,8.1551,35.5387,,102.69,16.1,,11.1667,8.5982,194.757,106.126
1991,Hobsons Bay Beach,13/10/1999,Wednesday,October,1999,3.6598,8.0433,33.5053,,100.634,16.4,,3.8,1.5411,221.654,94.1085
1991,Hobsons Bay Beach,26/11/1999,Friday,November,1999,0.5995,9.2574,35.1571,,120.433,17.9,,5.9,8.4996,197.3,101.256
1991,Hobsons Bay Beach,20/12/1999,Monday,December,1999,9.3878,7.7645,35.3738,,102.109,18.4,,4.3158,6.517,215.492,102.805
1991,Hobsons Bay Beach,31/01/2000,Monday,January,2000,5.1273,7.8772,33.3601,,104.106,19.3,,4.2612,5.4429,329.195,96.5335
1991,Hobsons Bay Beach,24/02/2000,Thursday,February,2000,2.5091,7.4418,35.8751,,107.301,23.3,,3.4364,6.3746,175.505,93.2445
1991,Hobsons Bay Beach,30/06/2000,Friday,June,2000,1.9884,9.0127,34.3268,,102.281,11.4,,3.95,15.7472,227.789,82.0279
1991,Hobsons Bay Beach,20/08/2000,Sunday,August,2000,1.9469,9.067,35.9138,,103.928,11.4,,3.2353,8.6862,163.639,97.7723
1991,Hobsons Bay Beach,31/10/2000,Tuesday,October,2000,0.61,7.5295,32.9894,,94.4652,16.7,,3.7037,63.6618,362.238,92.2364
1991,Hobsons Bay Beach,29/11/2000,Wednesday,November,2000,4.7768,7.3413,33.0412,,99.5691,20.8,,4.1162,19.1219,280.88,95.4418
1991,Hobsons Bay Beach,15/03/2001,Thursday,March,2001,2.2124,8.4248,35.3794,,117.954,21.8,,6.8,7.9717,204.931,91.0286
1991,Hobsons Bay Beach,23/05/2001,Wednesday,May,2001,7.8286,8.4553,35.5427,,102.294,14.1,,4.6855,15.7746,271.317,129.052
1991,Hobsons Bay Beach,03/07/2001,Tuesday,July,2001,1.2516,8.0503,34.6607,,93.3173,12.3,,4.127,32.8044,253.405,86.0347
1991,Hobsons Bay Beach,20/07/2001,Friday,July,2001,1.7536,8.5393,35.6328,,100.007,12.5,,2.7551,12.1893,199.83,104.524
1991,Hobsons Bay Beach,14/08/2001,Tuesday,August,2001,1.4056,8.8387,35.6514,,101.36,11.5,,6.825,13.5827,135.162,81.9931
1991,Hobsons Bay Beach,06/09/2001,Thursday,September,2001,4.666,9.313,35.1734,,108.757,12.5,,5.1,7.6915,181.496,114.233
1991,Hobsons Bay Beach,16/10/2001,Tuesday,October,2001,0.9563,7.9639,35.127,,96.8871,14.5,,3.08,7.821,159.633,91.1912
1991,Hobsons Bay Beach,28/11/2001,Wednesday,November,2001,3.8616,8.5706,34.4373,,108.473,16.7,,3.975,6.6162,195.173,88.6594
1991,Hobsons Bay Beach,12/02/2002,Tuesday,February,2002,3.0298,8.3578,33.178,,110.132,19.2,,5.5102,37.6869,445.994,97.5787
1991,Hobsons Bay Beach,23/04/2002,Tuesday,April,2002,5.4796,7.7657,34.876,,101.242,18.1,,3.2637,10.448,246.338,115.007
1991,Hobsons Bay Beach,07/05/2002,Tuesday,May,2002,2.3607,7.5927,35.6829,,97.388,17.0,,2.5833,5.8947,176.302,100.188
1991,Hobsons Bay Beach,02/08/2002,Friday,August,2002,0.5948,8.4261,34.7535,,96.2911,11.6,,2.875,14.7665,229.649,89.9137
1991,Hobsons Bay Beach,28/11/2002,Thursday,November,2002,1.5588,6.7449,34.2454,,87.2685,17.9,,5.5667,31.1277,259.763,108.217
1991,Hobsons Bay Beach,04/02/2003,Tuesday,February,2003,,7.0881,36.4396,,99.6762,21.7,,4.9167,5.8941,189.096,103.688
1991,Hobsons Bay Beach,12/03/2003,Wednesday,March,2003,1.6133,7.0378,36.8026,,95.8151,19.8,,3.3962,8.4761,167.115,95.6973
1991,Hobsons Bay Beach,27/03/2003,Thursday,March,2003,1.4436,7.3378,36.9235,,98.8656,19.2,,2.5,9.9856,166.2,98.9801
1991,Hobsons Bay Beach,15/05/2003,Thursday,May,2003,1.0439,7.6108,,,,15.7,,,17.5615,164.826,106.034
1991,Hobsons Bay Beach,29/05/2003,Thursday,May,2003,0.7943,7.8099,36.4111,,95.9585,14.6,,3.9796,8.6932,137.831,82.597
1991,Hobsons Bay Beach,25/06/2003,Wednesday,June,2003,0.5978,8.2634,36.5145,,95.2777,11.5,,3.8,8.4901,137.893,83.2009
1991,Hobsons Bay Beach,08/09/2003,Monday,September,2003,,8.7608,37.041,,100.917,11.3,,2.8155,6.5091,172.759,84.5481
1991,Hobsons Bay Beach,3/12/2003,Wednesday,December,2003,3.3279,7.2799,33.3756,,98.2076,20.4,,4.0,35.7642,288.61,93.3436
1991,Hobsons Bay Beach,13/01/2004,Tuesday,January,2004,2.5544,7.0694,33.7936,,96.306,20.8,,4.381,-2.2016,228.536,89.6582
1991,Hobsons Bay Beach,04/02/2004,Wednesday,February,2004,6.2442,7.9716,31.1799,,104.98,19.8,,8.2857,1.1587,305.45,95.3628
1991,Hobsons Bay Beach,21/04/2004,Wednesday,April,2004,2.1916,7.4059,36.7837,,96.7344,17.6,,4.4762,7.6287,191.699,96.3012
1991,Hobsons Bay Beach,29/07/2004,Thursday,July,2004,0.7368,8.7232,36.6663,,97.0436,9.8,,9.0952,5.038,156.115,76.914
1991,Hobsons Bay Beach,17/08/2004,Tuesday,August,2004,2.7289,8.9625,35.1506,,100.274,10.5,,5.9,4.7161,222.896,106.258
1991,Hobsons Bay Beach,30/09/2004,Thursday,September,2004,2.786,8.4455,34.2613,,100.544,13.7,,2.9333,5.6665,203.628,86.3134
